purchase_time,purchase_date,quantity
2017/5/21 19:55,2017/5/21,10
2017/5/12 11:19,2017/5/12,7
2017/5/14 14:56,2017/5/14,4
2017/6/7 9:53,2017/6/7,4
2017/6/11 20:29,2017/6/11,4
2017/6/6 22:54,2017/6/6,13
2017/5/3 17:57,2017/5/3,3
2017/6/12 10:16,2017/6/12,10
2017/6/15 13:24,2017/6/15,5
2017/5/3 18:26,2017/5/3,4
2017/6/13 9:46,2017/6/13,7
2017/5/25 22:26,2017/5/25,12
2017/5/23 8:19,2017/5/23,1
2017/6/15 1:15,2017/6/15,10
2017/6/1 7:48,2017/6/1,12
2017/5/13 11:46,2017/5/13,6
2017/5/11 22:41,2017/5/11,9
2017/6/12 13:20,2017/6/12,5
2017/6/4 12:05,2017/6/4,4
2017/5/9 14:08,2017/5/9,11
2017/5/21 15:38,2017/5/21,2
2017/5/25 11:58,2017/5/25,11
2017/5/11 16:19,2017/5/11,4
2017/5/9 12:33,2017/5/9,10
2017/5/25 9:31,2017/5/25,2
2017/6/3 21:47,2017/6/3,14
2017/6/13 21:21,2017/6/13,7
2017/5/24 14:14,2017/5/24,1
2017/5/27 19:49,2017/5/27,6
2017/5/12 12:16,2017/5/12,4
2017/5/31 16:51,2017/5/31,4
2017/5/13 21:24,2017/5/13,6
2017/5/21 19:14,2017/5/21,8
2017/6/5 16:10,2017/6/5,1
2017/5/7 19:40,2017/5/7,1
2017/5/20 9:12,2017/5/20,7
2017/6/6 10:56,2017/6/6,14
2017/6/2 22:00,2017/6/2,9
2017/5/11 11:03,2017/5/11,5
2017/5/22 21:09,2017/5/22,13
2017/5/10 11:43,2017/5/10,14
2017/5/6 15:00,2017/5/6,13
2017/5/8 15:26,2017/5/8,7
2017/6/14 23:30,2017/6/14,8
2017/5/2 15:33,2017/5/2,12
2017/5/5 19:53,2017/5/5,3
2017/5/17 18:00,2017/5/17,1
2017/5/13 11:32,2017/5/13,14
2017/5/15 20:14,2017/5/15,3
2017/6/14 15:16,2017/6/14,8
2017/5/1 16:56,2017/5/1,1
2017/5/10 17:02,2017/5/10,10
2017/5/18 20:26,2017/5/18,11
2017/6/13 11:46,2017/6/13,3
2017/6/12 13:30,2017/6/12,2
2017/5/27 15:20,2017/5/27,7
2017/5/24 18:48,2017/5/24,4
2017/5/4 13:10,2017/5/4,13
2017/5/23 22:15,2017/5/23,4
2017/6/2 12:11,2017/6/2,13
2017/6/11 8:42,2017/6/11,8
2017/5/27 22:45,2017/5/27,1
2017/5/29 8:19,2017/5/29,7
2017/6/12 15:31,2017/6/12,5
2017/5/12 22:41,2017/5/12,12
2017/6/5 9:40,2017/6/5,4
2017/5/29 10:01,2017/5/29,3
2017/5/5 20:33,2017/5/5,11
2017/5/17 11:44,2017/5/17,6
2017/5/29 14:25,2017/5/29,6
2017/6/13 21:12,2017/6/13,11
2017/5/19 17:08,2017/5/19,2
2017/6/7 17:43,2017/6/7,14
2017/5/29 10:44,2017/5/29,1
2017/5/23 16:37,2017/5/23,5
2017/6/6 21:25,2017/6/6,9
2017/5/16 10:55,2017/5/16,5
2017/5/2 20:52,2017/5/2,10
2017/5/29 20:51,2017/5/29,11
2017/6/14 21:24,2017/6/14,12
2017/5/30 14:27,2017/5/30,14
2017/5/3 21:22,2017/5/3,13
2017/5/27 0:45,2017/5/27,11
2017/5/1 18:43,2017/5/1,1
2017/6/14 12:25,2017/6/14,6
2017/5/27 23:09,2017/5/27,8
2017/5/9 11:20,2017/5/9,9
2017/6/12 16:19,2017/6/12,5
2017/5/15 11:49,2017/5/15,1
2017/6/13 9:50,2017/6/13,14
2017/5/3 21:49,2017/5/3,3
2017/6/8 15:00,2017/6/8,1
2017/5/27 12:54,2017/5/27,14
2017/5/18 23:45,2017/5/18,3
2017/6/14 9:15,2017/6/14,11
2017/5/29 17:18,2017/5/29,8
2017/5/17 13:57,2017/5/17,11
2017/6/6 20:22,2017/6/6,13
2017/5/1 23:12,2017/5/1,2
2017/5/26 12:51,2017/5/26,3
2017/6/8 1:11,2017/6/8,4
2017/5/18 15:15,2017/5/18,2
2017/6/10 12:16,2017/6/10,12
2017/6/1 0:41,2017/6/1,1
2017/6/10 9:18,2017/6/10,5
2017/6/5 18:47,2017/6/5,9
2017/5/17 18:24,2017/5/17,9
2017/5/14 12:51,2017/5/14,4
2017/6/6 16:17,2017/6/6,2
2017/6/15 8:21,2017/6/15,5
2017/5/16 22:52,2017/5/16,1
2017/5/28 16:33,2017/5/28,6
2017/5/5 17:00,2017/5/5,5
2017/6/13 13:34,2017/6/13,9
2017/5/25 23:52,2017/5/25,6
2017/5/12 9:24,2017/5/12,5
2017/6/9 22:48,2017/6/9,14
2017/6/9 11:12,2017/6/9,1
2017/5/2 2:16,2017/5/2,2
2017/5/1 15:16,2017/5/1,1
2017/5/12 11:18,2017/5/12,8
2017/5/15 18:38,2017/5/15,11
2017/5/14 22:58,2017/5/14,12
2017/5/23 20:17,2017/5/23,13
2017/5/10 20:04,2017/5/10,14
2017/5/4 10:32,2017/5/4,9
2017/5/21 23:59,2017/5/21,5
2017/5/21 19:07,2017/5/21,3
2017/5/7 13:59,2017/5/7,8
2017/6/6 14:54,2017/6/6,12
2017/5/27 22:15,2017/5/27,5
2017/6/13 15:24,2017/6/13,2
2017/5/10 15:56,2017/5/10,5
2017/5/25 8:08,2017/5/25,6
2017/6/10 0:11,2017/6/10,6
2017/5/21 12:50,2017/5/21,5
2017/6/8 0:06,2017/6/8,3
2017/5/2 15:56,2017/5/2,1
2017/5/22 12:52,2017/5/22,14
2017/5/11 17:10,2017/5/11,10
2017/5/14 11:03,2017/5/14,7
2017/5/16 18:49,2017/5/16,5
2017/5/6 8:54,2017/5/6,10
2017/6/14 23:00,2017/6/14,11
2017/5/21 11:02,2017/5/21,4
2017/5/11 13:16,2017/5/11,11
2017/6/13 22:01,2017/6/13,2
2017/5/19 13:06,2017/5/19,14
2017/5/5 1:49,2017/5/5,11
2017/6/4 17:16,2017/6/4,12
2017/5/17 21:33,2017/5/17,13
2017/5/19 10:26,2017/5/19,3
2017/5/27 21:29,2017/5/27,12
2017/5/25 12:44,2017/5/25,7
2017/5/30 20:55,2017/5/30,12
2017/5/29 23:06,2017/5/29,6
2017/6/12 22:25,2017/6/12,8
2017/6/1 20:58,2017/6/1,1
2017/5/10 17:04,2017/5/10,1
2017/5/31 12:51,2017/5/31,3
2017/5/25 10:07,2017/5/25,1
2017/5/8 9:29,2017/5/8,11
2017/5/25 0:47,2017/5/25,10
2017/5/23 19:30,2017/5/23,6
2017/6/6 14:29,2017/6/6,4
2017/5/31 21:47,2017/5/31,6
2017/5/6 14:58,2017/5/6,13
2017/6/1 21:36,2017/6/1,5
2017/5/26 11:07,2017/5/26,4
2017/5/24 14:58,2017/5/24,10
2017/5/21 8:01,2017/5/21,4
2017/5/25 11:22,2017/5/25,2
2017/5/12 13:08,2017/5/12,3
2017/5/29 16:55,2017/5/29,8
2017/6/9 11:41,2017/6/9,13
2017/5/25 21:25,2017/5/25,2
2017/5/10 9:42,2017/5/10,14
2017/5/29 22:07,2017/5/29,5
2017/5/3 13:59,2017/5/3,3
2017/5/17 22:26,2017/5/17,12
2017/6/12 7:38,2017/6/12,4
2017/5/19 18:35,2017/5/19,3
2017/5/7 11:35,2017/5/7,14
2017/6/5 23:56,2017/6/5,10
2017/5/17 15:44,2017/5/17,5
2017/5/3 14:34,2017/5/3,10
2017/5/29 12:56,2017/5/29,4
2017/5/19 18:36,2017/5/19,8
2017/6/1 17:05,2017/6/1,11
2017/5/21 12:05,2017/5/21,14
2017/5/4 15:49,2017/5/4,4
2017/5/5 21:51,2017/5/5,14
2017/6/14 23:45,2017/6/14,7
2017/5/1 21:42,2017/5/1,14
2017/5/8 14:54,2017/5/8,8
2017/5/6 11:09,2017/5/6,7
2017/6/7 20:32,2017/6/7,9
2017/5/26 12:42,2017/5/26,3
2017/5/19 18:43,2017/5/19,14
2017/5/7 20:00,2017/5/7,9
2017/5/9 16:16,2017/5/9,11
2017/6/2 21:55,2017/6/2,2
2017/6/5 11:43,2017/6/5,12
2017/5/21 14:17,2017/5/21,2
2017/5/14 15:55,2017/5/14,1
2017/5/6 14:07,2017/5/6,8
2017/5/8 12:15,2017/5/8,11
2017/5/11 2:34,2017/5/11,5
2017/5/19 15:14,2017/5/19,8
2017/6/11 23:08,2017/6/11,3
2017/5/26 14:46,2017/5/26,1
2017/5/9 21:45,2017/5/9,6
2017/6/15 17:58,2017/6/15,2
2017/5/14 23:54,2017/5/14,4
2017/5/15 17:50,2017/5/15,8
2017/6/1 18:49,2017/6/1,5
2017/5/11 16:33,2017/5/11,9
2017/5/18 18:10,2017/5/18,5
2017/5/17 18:04,2017/5/17,2
2017/5/5 23:41,2017/5/5,1
2017/6/8 19:55,2017/6/8,8
2017/5/1 19:27,2017/5/1,13
2017/5/19 19:00,2017/5/19,3
2017/6/8 16:46,2017/6/8,14
2017/5/2 17:51,2017/5/2,11
2017/5/28 21:45,2017/5/28,5
2017/5/12 12:38,2017/5/12,2
2017/5/3 9:27,2017/5/3,5
2017/5/26 12:17,2017/5/26,2
2017/6/14 19:28,2017/6/14,13
2017/5/18 14:38,2017/5/18,4
2017/5/29 18:50,2017/5/29,8
2017/5/30 20:06,2017/5/30,1
2017/5/11 14:58,2017/5/11,1
2017/5/9 10:34,2017/5/9,3
2017/6/11 18:30,2017/6/11,2
2017/6/5 20:52,2017/6/5,8
2017/6/13 15:50,2017/6/13,4
2017/5/19 15:28,2017/5/19,2
2017/5/6 23:29,2017/5/6,1
2017/5/28 15:54,2017/5/28,10
2017/5/29 10:25,2017/5/29,13
2017/5/10 12:21,2017/5/10,5
2017/6/13 13:34,2017/6/13,8
2017/5/30 17:29,2017/5/30,13
2017/5/25 22:40,2017/5/25,10
2017/6/6 14:01,2017/6/6,11
2017/5/12 14:48,2017/5/12,9
2017/6/14 13:30,2017/6/14,3
2017/6/2 21:52,2017/6/2,8
2017/5/13 9:03,2017/5/13,9
2017/5/5 7:48,2017/5/5,1
2017/6/4 20:27,2017/6/4,7
2017/5/22 0:05,2017/5/22,9
2017/5/3 16:58,2017/5/3,7
2017/6/11 17:31,2017/6/11,3
2017/5/19 9:41,2017/5/19,11
2017/5/7 14:26,2017/5/7,14
2017/6/2 11:06,2017/6/2,5
2017/6/12 20:44,2017/6/12,14
2017/5/4 14:30,2017/5/4,4
2017/5/27 10:44,2017/5/27,1
2017/6/4 12:09,2017/6/4,8
2017/6/10 22:12,2017/6/10,7
2017/5/5 14:15,2017/5/5,9
2017/6/9 15:50,2017/6/9,6
2017/5/14 21:17,2017/5/14,7
2017/5/31 0:28,2017/5/31,8
2017/5/24 8:26,2017/5/24,8
2017/6/5 9:23,2017/6/5,6
2017/5/19 19:34,2017/5/19,10
2017/5/8 11:45,2017/5/8,9
2017/6/7 17:24,2017/6/7,9
2017/5/18 15:42,2017/5/18,7
2017/5/21 19:14,2017/5/21,11
2017/5/28 20:41,2017/5/28,4
2017/6/11 6:08,2017/6/11,3
2017/5/25 23:08,2017/5/25,14
2017/5/30 20:39,2017/5/30,14
2017/5/28 16:05,2017/5/28,11
2017/6/14 1:00,2017/6/14,8
2017/5/4 9:02,2017/5/4,2
2017/5/5 19:06,2017/5/5,14
2017/5/8 9:08,2017/5/8,3
2017/5/24 16:51,2017/5/24,13
2017/5/18 17:33,2017/5/18,6
2017/5/5 13:48,2017/5/5,5
2017/5/31 15:39,2017/5/31,11
2017/5/3 20:13,2017/5/3,6
2017/5/6 22:26,2017/5/6,14
2017/5/2 13:35,2017/5/2,11
2017/5/20 7:49,2017/5/20,8
2017/6/9 14:08,2017/6/9,8
2017/5/15 20:22,2017/5/15,2
2017/5/3 11:24,2017/5/3,5
2017/5/6 16:59,2017/5/6,3
2017/6/7 21:41,2017/6/7,3
2017/5/8 19:54,2017/5/8,7
2017/6/11 20:20,2017/6/11,12
2017/5/21 22:38,2017/5/21,12
2017/6/6 18:09,2017/6/6,9
2017/6/13 9:18,2017/6/13,14
2017/6/15 23:13,2017/6/15,2
2017/5/8 14:09,2017/5/8,12
2017/6/4 18:45,2017/6/4,9
2017/5/17 16:12,2017/5/17,11
2017/5/19 1:03,2017/5/19,12
2017/5/24 11:25,2017/5/24,5
2017/5/24 11:48,2017/5/24,5
2017/5/27 21:10,2017/5/27,3
2017/5/25 10:56,2017/5/25,9
2017/5/6 0:20,2017/5/6,14
2017/5/28 19:44,2017/5/28,14
2017/5/29 20:23,2017/5/29,14
2017/5/29 22:06,2017/5/29,6
2017/5/17 10:26,2017/5/17,14
2017/5/11 17:15,2017/5/11,13
2017/6/13 16:50,2017/6/13,4
2017/5/3 12:13,2017/5/3,6
2017/5/5 15:03,2017/5/5,6
2017/6/9 11:25,2017/6/9,12
2017/5/21 11:23,2017/5/21,4
2017/6/5 21:45,2017/6/5,2
2017/5/2 22:26,2017/5/2,5
2017/6/13 15:29,2017/6/13,10
2017/5/4 9:26,2017/5/4,3
2017/6/7 15:22,2017/6/7,4
2017/5/31 13:04,2017/5/31,3
2017/5/29 13:04,2017/5/29,6
2017/5/13 20:44,2017/5/13,3
2017/5/7 20:39,2017/5/7,10
2017/6/6 17:46,2017/6/6,1
2017/5/3 21:12,2017/5/3,3
2017/5/17 10:26,2017/5/17,3
2017/6/14 11:59,2017/6/14,13
2017/5/16 20:36,2017/5/16,10
2017/5/7 21:33,2017/5/7,10
2017/6/14 20:46,2017/6/14,2
2017/6/13 8:37,2017/6/13,6
2017/5/11 14:35,2017/5/11,5
2017/6/15 15:56,2017/6/15,8
2017/5/3 16:51,2017/5/3,4
2017/6/12 9:15,2017/6/12,4
2017/5/13 20:17,2017/5/13,10
2017/5/29 16:25,2017/5/29,14
2017/6/2 21:22,2017/6/2,1
2017/5/3 22:51,2017/5/3,4
2017/5/11 13:48,2017/5/11,4
2017/6/8 20:02,2017/6/8,14
2017/5/12 1:23,2017/5/12,3
2017/5/23 16:25,2017/5/23,2
2017/6/15 14:58,2017/6/15,10
2017/6/1 17:29,2017/6/1,2
2017/5/23 10:52,2017/5/23,4
2017/6/13 15:49,2017/6/13,4
2017/5/2 16:18,2017/5/2,6
2017/5/6 7:14,2017/5/6,5
2017/6/12 17:48,2017/6/12,6
2017/6/3 14:55,2017/6/3,10
2017/5/18 0:41,2017/5/18,9
2017/6/9 10:08,2017/6/9,3
2017/6/3 14:21,2017/6/3,3
2017/6/8 13:59,2017/6/8,4
2017/5/23 20:55,2017/5/23,8
2017/5/5 19:36,2017/5/5,8
2017/5/11 13:43,2017/5/11,4
2017/5/13 18:14,2017/5/13,2
2017/5/20 10:41,2017/5/20,9
2017/5/24 8:13,2017/5/24,9
2017/5/12 10:26,2017/5/12,9
2017/5/5 20:59,2017/5/5,9
2017/5/9 17:35,2017/5/9,7
2017/5/18 9:55,2017/5/18,6
2017/6/7 21:55,2017/6/7,7
2017/5/10 10:25,2017/5/10,8
2017/5/28 15:40,2017/5/28,5
2017/5/16 14:10,2017/5/16,6
2017/5/27 14:51,2017/5/27,2
2017/5/3 8:23,2017/5/3,11
2017/5/30 20:29,2017/5/30,1
2017/5/29 13:49,2017/5/29,5
2017/5/5 15:30,2017/5/5,5
2017/5/19 18:55,2017/5/19,14
2017/5/19 16:02,2017/5/19,10
2017/5/12 11:59,2017/5/12,8
2017/5/9 18:31,2017/5/9,5
2017/6/8 20:16,2017/6/8,2
2017/5/31 21:16,2017/5/31,1
2017/5/29 15:49,2017/5/29,10
2017/5/15 17:15,2017/5/15,13
2017/5/2 14:10,2017/5/2,4
2017/6/12 21:43,2017/6/12,7
2017/6/15 18:52,2017/6/15,14
2017/6/5 22:38,2017/6/5,2
2017/5/4 17:25,2017/5/4,3
2017/5/5 12:18,2017/5/5,14
2017/5/21 7:59,2017/5/21,7
2017/5/31 13:14,2017/5/31,1
2017/5/23 15:27,2017/5/23,8
2017/5/9 13:46,2017/5/9,1
2017/6/4 11:52,2017/6/4,7
2017/5/2 16:56,2017/5/2,5
2017/5/24 12:17,2017/5/24,13
2017/5/21 9:43,2017/5/21,11
2017/5/31 11:55,2017/5/31,9
2017/5/16 14:07,2017/5/16,11
2017/5/15 22:53,2017/5/15,7
2017/5/25 18:33,2017/5/25,3
2017/5/12 20:44,2017/5/12,4
2017/5/22 23:21,2017/5/22,9
2017/5/15 12:01,2017/5/15,14
2017/5/14 12:50,2017/5/14,12
2017/5/3 14:19,2017/5/3,3
2017/5/23 13:21,2017/5/23,8
2017/6/13 21:25,2017/6/13,10
2017/5/7 20:15,2017/5/7,6
2017/5/22 15:15,2017/5/22,14
2017/6/4 14:53,2017/6/4,7
2017/5/16 22:03,2017/5/16,8
2017/6/5 20:49,2017/6/5,1
2017/5/8 22:53,2017/5/8,8
2017/5/19 17:44,2017/5/19,10
2017/6/6 9:24,2017/6/6,5
2017/5/14 14:08,2017/5/14,3
2017/5/23 22:11,2017/5/23,1
2017/5/31 12:41,2017/5/31,6
2017/6/13 16:38,2017/6/13,8
2017/5/29 19:58,2017/5/29,2
2017/5/9 8:25,2017/5/9,6
2017/5/23 22:02,2017/5/23,9
2017/5/24 20:26,2017/5/24,2
2017/5/17 17:18,2017/5/17,1
2017/5/15 21:20,2017/5/15,2
2017/5/9 13:21,2017/5/9,4
2017/5/27 22:10,2017/5/27,6
2017/6/10 7:56,2017/6/10,4
2017/5/17 21:58,2017/5/17,5
2017/5/27 14:01,2017/5/27,11
2017/6/13 18:31,2017/6/13,9
2017/6/4 13:48,2017/6/4,4
2017/5/6 16:19,2017/5/6,6
2017/5/15 21:29,2017/5/15,8
2017/5/1 9:35,2017/5/1,1
2017/5/18 15:38,2017/5/18,5
2017/5/27 17:37,2017/5/27,1
2017/5/10 12:11,2017/5/10,9
2017/5/1 8:29,2017/5/1,5
2017/5/7 17:21,2017/5/7,4
2017/6/8 16:43,2017/6/8,12
2017/5/9 18:03,2017/5/9,3
2017/5/12 20:15,2017/5/12,12
2017/6/11 20:27,2017/6/11,8
2017/5/11 17:19,2017/5/11,11
2017/6/3 15:23,2017/6/3,6
2017/5/30 21:27,2017/5/30,6
2017/5/2 21:49,2017/5/2,7
2017/5/23 21:42,2017/5/23,2
2017/5/11 21:54,2017/5/11,1
2017/5/22 20:40,2017/5/22,10
2017/5/7 19:44,2017/5/7,6
2017/6/13 16:11,2017/6/13,14
2017/6/12 20:20,2017/6/12,4
2017/5/19 0:02,2017/5/19,13
2017/6/5 16:59,2017/6/5,11
2017/5/22 20:09,2017/5/22,12
2017/5/9 15:44,2017/5/9,14
2017/5/30 20:10,2017/5/30,8
2017/6/11 13:50,2017/6/11,7
2017/5/20 15:07,2017/5/20,14
2017/5/28 13:09,2017/5/28,7
2017/5/4 18:36,2017/5/4,2
2017/6/7 15:29,2017/6/7,13
2017/6/10 0:37,2017/6/10,9
2017/6/7 22:05,2017/6/7,7
2017/6/5 22:41,2017/6/5,2
2017/5/7 14:31,2017/5/7,1
2017/5/24 0:13,2017/5/24,13
2017/6/2 14:16,2017/6/2,3
2017/6/1 18:58,2017/6/1,4
2017/5/22 17:13,2017/5/22,13
2017/5/7 13:13,2017/5/7,6
2017/5/23 14:00,2017/5/23,7
2017/5/11 7:17,2017/5/11,8
2017/5/5 0:23,2017/5/5,6
2017/6/8 16:43,2017/6/8,6
2017/5/13 1:07,2017/5/13,6
2017/5/6 17:51,2017/5/6,10
2017/6/9 14:22,2017/6/9,13
2017/5/14 21:00,2017/5/14,13
2017/5/31 18:46,2017/5/31,7
2017/6/8 17:59,2017/6/8,14
2017/6/2 19:50,2017/6/2,8
2017/6/14 13:59,2017/6/14,10
2017/5/15 23:58,2017/5/15,6
2017/6/5 18:35,2017/6/5,9
2017/5/28 11:08,2017/5/28,3
2017/5/23 15:15,2017/5/23,5
2017/6/2 19:43,2017/6/2,6
2017/5/29 9:45,2017/5/29,9
2017/5/17 15:56,2017/5/17,10
2017/5/31 13:07,2017/5/31,10
2017/6/9 22:47,2017/6/9,4
2017/6/10 14:31,2017/6/10,4
2017/5/5 12:27,2017/5/5,12
2017/6/6 15:26,2017/6/6,12
2017/6/6 23:32,2017/6/6,4
2017/5/17 14:51,2017/5/17,14
2017/5/5 14:01,2017/5/5,14
2017/6/4 21:52,2017/6/4,1
2017/5/1 13:38,2017/5/1,3
2017/6/4 12:44,2017/6/4,11
2017/5/21 11:29,2017/5/21,11
2017/5/8 12:06,2017/5/8,14
2017/5/6 8:35,2017/5/6,13
2017/5/19 13:07,2017/5/19,4
2017/5/17 2:00,2017/5/17,6
2017/5/3 19:41,2017/5/3,14
2017/6/11 11:00,2017/6/11,9
2017/5/6 17:47,2017/5/6,6
2017/6/9 13:20,2017/6/9,2
2017/5/21 19:28,2017/5/21,13
2017/5/19 10:02,2017/5/19,2
2017/5/11 10:42,2017/5/11,2
2017/5/5 21:18,2017/5/5,5
2017/5/17 22:57,2017/5/17,11
2017/5/3 22:33,2017/5/3,1
2017/6/5 15:12,2017/6/5,10
2017/6/10 8:48,2017/6/10,1
2017/6/8 9:29,2017/6/8,4
2017/5/25 9:43,2017/5/25,4
2017/5/27 14:15,2017/5/27,13
2017/5/19 9:47,2017/5/19,1
2017/6/9 16:11,2017/6/9,13
2017/6/7 16:56,2017/6/7,13
2017/6/15 21:07,2017/6/15,10
2017/6/1 12:24,2017/6/1,13
2017/6/3 21:56,2017/6/3,2
2017/5/5 11:33,2017/5/5,10
2017/5/15 20:39,2017/5/15,7
2017/5/9 15:14,2017/5/9,6
2017/5/21 7:57,2017/5/21,13
2017/5/11 14:37,2017/5/11,5
2017/5/30 22:43,2017/5/30,5
2017/5/20 3:00,2017/5/20,7
2017/6/4 22:18,2017/6/4,12
2017/5/25 18:01,2017/5/25,10
2017/5/8 10:53,2017/5/8,7
2017/6/14 20:34,2017/6/14,11
2017/5/22 18:28,2017/5/22,8
2017/5/17 8:59,2017/5/17,5
2017/5/22 17:41,2017/5/22,13
2017/5/14 20:24,2017/5/14,10
2017/5/30 14:36,2017/5/30,11
2017/5/16 13:56,2017/5/16,7
2017/6/10 0:05,2017/6/10,3
2017/5/31 15:14,2017/5/31,7
2017/6/9 11:25,2017/6/9,6
2017/6/8 10:49,2017/6/8,6
2017/6/5 0:11,2017/6/5,10
2017/5/31 21:12,2017/5/31,10
2017/5/8 9:20,2017/5/8,12
2017/6/8 9:05,2017/6/8,3
2017/6/4 20:04,2017/6/4,12
2017/5/2 7:55,2017/5/2,13
2017/6/13 21:11,2017/6/13,12
2017/5/31 9:12,2017/5/31,4
2017/5/12 19:10,2017/5/12,2
2017/5/16 17:04,2017/5/16,2
2017/5/10 16:58,2017/5/10,12
2017/5/23 21:55,2017/5/23,14
2017/5/14 14:22,2017/5/14,10
2017/5/23 18:48,2017/5/23,8
2017/5/24 18:32,2017/5/24,9
2017/5/19 11:00,2017/5/19,4
2017/5/2 8:55,2017/5/2,10
2017/5/19 20:19,2017/5/19,8
2017/5/15 14:45,2017/5/15,1
2017/6/10 18:28,2017/6/10,12
2017/6/14 2:13,2017/6/14,14
2017/5/30 9:53,2017/5/30,11
2017/5/4 15:01,2017/5/4,12
2017/5/8 11:07,2017/5/8,7
2017/5/8 10:20,2017/5/8,6
2017/6/10 17:20,2017/6/10,6
2017/6/12 10:06,2017/6/12,6
2017/6/9 23:23,2017/6/9,2
2017/5/24 8:52,2017/5/24,2
2017/6/10 19:55,2017/6/10,10
2017/6/8 22:23,2017/6/8,12
2017/6/15 1:06,2017/6/15,4
2017/6/2 19:55,2017/6/2,3
2017/5/1 19:02,2017/5/1,8
2017/5/6 10:43,2017/5/6,5
2017/5/15 23:55,2017/5/15,13
2017/6/8 17:10,2017/6/8,7
2017/5/2 13:24,2017/5/2,11
2017/6/7 12:09,2017/6/7,11
2017/6/9 5:48,2017/6/9,13
2017/5/8 23:55,2017/5/8,2
2017/5/9 19:28,2017/5/9,10
2017/5/29 21:18,2017/5/29,13
2017/6/15 0:36,2017/6/15,2
2017/6/2 10:53,2017/6/2,13
2017/6/6 18:43,2017/6/6,3
2017/5/14 18:07,2017/5/14,11
2017/5/15 19:45,2017/5/15,7
2017/5/16 10:18,2017/5/16,14
2017/5/25 9:20,2017/5/25,3
2017/5/27 23:39,2017/5/27,14
2017/5/6 23:13,2017/5/6,1
2017/5/8 8:46,2017/5/8,13
2017/5/12 22:27,2017/5/12,6
2017/5/16 14:23,2017/5/16,10
2017/5/22 9:38,2017/5/22,2
2017/6/2 14:57,2017/6/2,12
2017/5/23 23:13,2017/5/23,4
2017/6/7 8:47,2017/6/7,11
2017/5/30 2:03,2017/5/30,11
2017/5/24 10:21,2017/5/24,4
2017/6/12 10:30,2017/6/12,6
2017/5/25 9:59,2017/5/25,14
2017/5/6 18:04,2017/5/6,3
2017/6/8 19:33,2017/6/8,12
2017/5/23 15:19,2017/5/23,5
2017/5/11 9:19,2017/5/11,6
2017/5/29 22:47,2017/5/29,4
2017/5/21 7:59,2017/5/21,10
2017/5/7 16:22,2017/5/7,4
2017/6/2 18:13,2017/6/2,4
2017/6/1 10:48,2017/6/1,13
2017/5/2 18:34,2017/5/2,4
2017/5/4 21:33,2017/5/4,4
2017/5/6 7:18,2017/5/6,4
2017/6/7 11:07,2017/6/7,13
2017/6/14 9:16,2017/6/14,7
2017/5/21 19:27,2017/5/21,13
2017/5/24 0:48,2017/5/24,10
2017/6/3 19:43,2017/6/3,2
2017/5/27 22:55,2017/5/27,10
2017/6/6 13:27,2017/6/6,13
2017/6/11 18:18,2017/6/11,5
2017/5/11 13:22,2017/5/11,13
2017/5/11 18:25,2017/5/11,12
2017/6/9 22:59,2017/6/9,6
2017/6/6 17:45,2017/6/6,7
2017/5/10 16:48,2017/5/10,12
2017/5/31 1:17,2017/5/31,1
2017/5/28 21:33,2017/5/28,5
2017/5/10 19:40,2017/5/10,7
2017/5/15 11:03,2017/5/15,3
2017/6/10 13:07,2017/6/10,1
2017/5/3 23:23,2017/5/3,6
2017/6/5 16:34,2017/6/5,7
2017/6/15 14:51,2017/6/15,12
2017/6/4 17:04,2017/6/4,14
2017/5/23 19:19,2017/5/23,6
2017/5/31 15:15,2017/5/31,10
2017/6/11 15:05,2017/6/11,14
2017/5/11 10:36,2017/5/11,9
2017/5/20 0:04,2017/5/20,5
2017/6/2 20:02,2017/6/2,9
2017/5/24 12:59,2017/5/24,13
2017/6/11 14:40,2017/6/11,3
2017/5/28 1:17,2017/5/28,8
2017/5/15 20:46,2017/5/15,7
2017/6/6 15:32,2017/6/6,1
2017/5/4 13:52,2017/5/4,13
2017/6/8 16:45,2017/6/8,4
2017/6/1 23:57,2017/6/1,2
2017/5/22 19:44,2017/5/22,1
2017/5/15 0:18,2017/5/15,13
2017/6/7 10:40,2017/6/7,4
2017/5/26 20:18,2017/5/26,7
2017/6/9 16:01,2017/6/9,3
2017/5/22 8:50,2017/5/22,9
2017/5/20 13:29,2017/5/20,8
2017/6/7 11:58,2017/6/7,11
2017/5/25 15:02,2017/5/25,10
2017/5/2 23:03,2017/5/2,2
2017/6/13 10:54,2017/6/13,11
2017/6/2 11:48,2017/6/2,10
2017/6/5 14:00,2017/6/5,4
2017/5/21 22:59,2017/5/21,8
2017/5/3 13:45,2017/5/3,8
2017/5/27 21:27,2017/5/27,13
2017/5/18 13:48,2017/5/18,2
2017/5/25 4:11,2017/5/25,1
2017/5/4 10:07,2017/5/4,12
2017/5/15 16:48,2017/5/15,9
2017/5/19 9:26,2017/5/19,4
2017/5/14 17:00,2017/5/14,8
2017/5/18 12:42,2017/5/18,12
2017/5/5 19:24,2017/5/5,3
2017/6/14 12:34,2017/6/14,12
2017/5/2 20:05,2017/5/2,8
2017/5/31 17:23,2017/5/31,14
2017/5/4 16:36,2017/5/4,13
2017/5/9 16:35,2017/5/9,14
2017/5/14 23:14,2017/5/14,8
